시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 강남구 개포동,12-2,12,2,개포자이(12-2),168.42,201912,11,202000,5,2004,개포로109길 69
서울특별시 강남구 개포동,12-2,12,2,개포자이(12-2),170.32,201912,11,218000,9,2004,개포로109길 69
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201912,3,204000,5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201912,4,220000,2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201912,5,205000,1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.64,201912,5,153000,1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201912,7,223000,4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201912,9,215000,5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201912,12,223000,4,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201912,13,223000,1,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,58.08,201912,14,260000,2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.64,201912,14,230000,2,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,41.98,201912,16,186000,3,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,35.87,201912,21,250000,5,1982,개포로 310
서울특별시 강남구 개포동,141,141,0,개포주공 1단지,50.38,201912,29,255000,1,1982,개포로 310
서울특별시 강남구 개포동,185,185,0,개포주공 6단지,83.21,201912,7,220000,5,1983,개포로 516
서울특별시 강남구 개포동,185,185,0,개포주공 6단지,60.13,201912,28,169000,11,1983,개포로 516
서울특별시 강남구 개포동,649,649,0,경남1,166.48,201912,9,288000,7,1984,언주로 110
서울특별시 강남구 개포동,649,649,0,경남2차,182.2,201912,18,260000,1,1984,언주로 110
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.967,201912,5,190000,4,2019,선릉로 8
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.967,201912,7,198000,6,2019,선릉로 8
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.967,201912,16,200000,22,2019,선릉로 8
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.943,201912,19,245000,18,2019,선릉로 8
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.94,201912,22,262000,6,2019,선릉로 8
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,99.991,201912,23,270000,19,2019,선릉로 8
