시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 광진구 구의동,30-23,30,23,정수아트빌(30-23),50.89,16.39,202007,29,42000,2,2016,자양로51길 11-7
서울특별시 광진구 구의동,204-4,204,4,조일리더스빌,48.28,32.38,202007,6,38500,6,2017,구의로16길 34
서울특별시 광진구 구의동,204-4,204,4,조일리더스빌,54.35,32.38,202007,6,40000,2,2017,구의로16길 34
서울특별시 광진구 구의동,43-5,43,5,청솔빌라,54.96,33.16,202007,9,15000,-1,1996,자양로44다길 15
서울특별시 광진구 구의동,223-31,223,31,청정홈타운,58.96,37.35,202007,20,32000,4,2007,구의로6길 14
서울특별시 광진구 구의동,249-3,249,3,킴스빌라,67.28,32.41,202007,22,35000,4,2002,자양로28길 44
서울특별시 광진구 구의동,68-23,68,23,파인캐슬,69.44,33.06,202007,9,62200,5,2018,자양로 216
서울특별시 광진구 구의동,67-1,67,1,한울파크,41.43,26.57,202007,6,34500,4,2016,광나루로37길 15
서울특별시 광진구 구의동,231-18,231,18,현대빌라타운,104.87,70.86,202007,22,59000,1,1989,자양로30길 67
서울특별시 광진구 구의동,231-18,231,18,현대빌라타운,104.87,70.86,202007,22,51000,2,1989,자양로30길 67
서울특별시 광진구 구의동,253-29,253,29,현대아트빌라,36.09,16.97,202007,14,22000,1,1995,자양로29길 10
서울특별시 광진구 구의동,253-51,253,51,현대아트빌라,41.54,20.08,202007,24,24500,3,1994,광나루로32길 15
서울특별시 광진구 구의동,204-16,204,16,현대아트빌라(204-16),67.79,33.77,202007,29,34300,2,1997,광나루로46길 30
서울특별시 광진구 구의동,29-9,29,9,현진빌라(29-9),27.77,12.5,202007,6,15000,5,2010,자양로49길 22
서울특별시 광진구 구의동,211-17,211,17,"화이트빌(A,B동)",80.45,40.04,202007,4,38500,2,2002,광나루로52길 46
서울특별시 광진구 구의동,596-8,596,8,힐카운티8,44.06,26.15,202007,30,35000,4,2017,뚝섬로 732
서울특별시 광진구 구의동,596-9,596,9,힐카운티9,43.11,24.41,202007,31,39000,3,2017,뚝섬로 734
서울특별시 광진구 군자동,345-3,345,3,광진그린빌,71.78,41.25,202007,4,40500,2,2008,동일로38길 26
서울특별시 광진구 군자동,354-6,354,6,그린타운,135.02,57.45,202007,17,55000,3,2000,동일로 202
서울특별시 광진구 군자동,504,504,0,대명이튼캐슬,27.14,18.21,202007,16,31000,6,2019,군자로10길 17
서울특별시 광진구 군자동,278,278,0,레이나A,34.42,26.65,202007,27,33000,4,2016,능동로23길 11-14
서울특별시 광진구 군자동,117-21,117,21,무지개빌라(B),45.15,26.46,202007,31,18000,2,1993,동일로52길 15-10
서울특별시 광진구 군자동,60-68,60,68,벨라지움,23.88,14.76,202007,13,28300,6,2016,동일로56길 54
서울특별시 광진구 군자동,142-3,142,3,세종빌라,78.48,34.16,202007,6,29000,4,1992,동일로54길 11-10
서울특별시 광진구 능동,382,382,0,대명피렌체,51.78,37.42,202007,16,34900,3,2010,능동로30길 43
서울특별시 광진구 능동,248-7,248,7,욱현하이브빌,35.96,30.3,202007,31,33500,2,2015,천호대로120길 16
서울특별시 광진구 능동,253-10,253,10,욱현하이브빌(253-10),40.52,32.48,202007,31,38000,5,2016,능동로32길 151
서울특별시 광진구 자양동,193-6,193,6,(193-6),24.34,13.9,202007,28,26500,3,2020,동일로2길 29-3
서울특별시 광진구 자양동,57-91,57,91,(57-91),21.06,14.1,202007,9,34500,5,2018,능동로3라길 11
서울특별시 광진구 자양동,593-10,593,10,(593-10),41.6,29.05,202007,31,23500,1,1986,자양번영로2길 30-8
서울특별시 광진구 자양동,610-27,610,27,(610-27),39.27,25.62,202007,7,19000,2,1986,뚝섬로43길 3-10
서울특별시 광진구 자양동,611-32,611,32,(611-32),19.92,15.86,202007,8,14200,2,2007,자양번영로8길 17
서울특별시 광진구 자양동,649-13,649,13,(649-13),71.83,50.61,202007,7,30500,1,2003,뚝섬로52나길 42-6
서울특별시 광진구 자양동,839-12,839,12,(839-12),22.99,16.13,202007,29,21000,2,2007,동일로10가길 24-1
서울특별시 광진구 자양동,596-24,596,24,596-24,46.12,12.69,202007,21,43500,3,2014,자양번영로2길 53-15
서울특별시 광진구 자양동,598-20,598,20,598-20,30.42,23.65,202007,15,21500,3,2008,뚝섬로48길 30
서울특별시 광진구 자양동,638-36,638,36,638-36,40.39,24.93,202007,18,20500,1,2009,뚝섬로52다길 9
서울특별시 광진구 자양동,666-7,666,7,666-7,33.02,21.98,202007,1,15000,4,2009,자양로3길 65-10
서울특별시 광진구 자양동,227-144,227,144,Winner Siwon,23.32,15.61,202007,2,38000,3,2019,자양번영로11길 9-5
서울특별시 광진구 자양동,598-32,598,32,가든하우스,29.89,18.42,202007,8,31000,4,2015,뚝섬로46길 51
서울특별시 광진구 자양동,221-3,221,3,경성아트빌,51.09,24.46,202007,30,34900,2,2016,아차산로46길 8
서울특별시 광진구 자양동,229-10,229,10,고은빌라,47.28,26.19,202007,13,23950,3,2002,아차산로42길 54
서울특별시 광진구 자양동,666-12,666,12,골드빌라(666-12),59.75,36.3,202007,21,34600,4,2009,뚝섬로58길 94
서울특별시 광진구 자양동,685-7,685,7,그랑시아,28.92,18.41,202007,29,33500,5,2017,자양로6길 22
서울특별시 광진구 자양동,685-7,685,7,그랑시아,37.92,24.13,202007,30,37800,2,2017,자양로6길 22
서울특별시 광진구 자양동,226-44,226,44,대성빌라(226-44) ,54.99,39.16,202007,27,25500,-1,1988,아차산로39길 42
서울특별시 광진구 자양동,227-77,227,77,대원빌16차,51.5,27,202007,31,47500,4,2019,자양번영로11길 28-8
서울특별시 광진구 자양동,616-2,616,2,대원아트빌3차,53.47,29.75,202007,2,35900,4,2014,자양로13다길 15
서울특별시 광진구 자양동,640-31,640,31,덕산빌리지,59.02,30.73,202007,9,28000,5,2003,뚝섬로52라길 18-3
서울특별시 광진구 자양동,857,857,0,도시엔,12.17,9.34,202007,2,12000,5,2011,동일로18길 36
서울특별시 광진구 자양동,857,857,0,도시엔,12.17,9.34,202007,6,12000,5,2011,동일로18길 36
서울특별시 광진구 자양동,677-8,677,8,동문굿모닝빌,50.81,32.08,202007,23,27000,3,2002,자양로3길 14-6
서울특별시 광진구 자양동,768-2,768,2,동부아트빌라(768-2),53.74,51.74,202007,8,36000,1,1990,자양로21길 32
서울특별시 광진구 자양동,686-55,686,55,동산빌라가동,35.13,23.63,202007,30,32000,2,1986,자양로2길 23
서울특별시 광진구 자양동,200,200,0,동익연립,67.8,63.29,202007,28,43500,2,1979,뚝섬로22가길 9
서울특별시 광진구 자양동,678-13,678,13,래디앙,43.4,25.55,202007,16,26900,3,2014,자양로3길 14-21
서울특별시 광진구 자양동,678-13,678,13,래디앙,43.4,25.55,202007,17,27300,2,2014,자양로3길 14-21
서울특별시 광진구 자양동,604-24,604,24,로얄빌라,34.43,21.18,202007,6,25000,2,2007,자양번영로4길 39
서울특별시 광진구 자양동,598-3,598,3,리버그린(598-3),35.16,23.02,202007,8,20000,4,2007,자양번영로4길 34
서울특별시 광진구 자양동,610-50,610,50,리버빌(610-50),49.92,30.18,202007,20,32800,3,2015,뚝섬로43길 27
서울특별시 광진구 자양동,667-19,667,19,리빙하우스,38.1,22.24,202007,14,24000,5,2009,자양로3길 33
서울특별시 광진구 자양동,595-9,595,9,리채,33.18,22.5,202007,7,31700,2,2015,자양번영로2길 59-8
서울특별시 광진구 자양동,16-6,16,6,리치빌-10,12.95,11.49,202007,17,12000,4,2012,아차산로24길 10
서울특별시 광진구 자양동,610-18,610,18,미건빌리지,67.3,44.22,202007,9,34800,1,1994,뚝섬로43길 3-37
서울특별시 광진구 자양동,605-34,605,34,미도빌라트,39.51,19.24,202007,30,26000,2,1994,자양번영로4길 53-2
서울특별시 광진구 자양동,224-13,224,13,미성힐하우스,49.85,27.72,202007,8,26300,4,2010,아차산로41길 25
서울특별시 광진구 자양동,589-19,589,19,부광아트빌라,34.74,26.22,202007,6,25700,1,1990,자양강변길 275
서울특별시 광진구 자양동,774-9,774,9,삼성골드빌,56,30.17,202007,9,44400,4,2016,아차산로45길 13
서울특별시 광진구 자양동,769-39,769,39,삼성홈타운16차A동,29.95,17,202007,4,36500,6,2019,자양로21길 19
서울특별시 광진구 자양동,769-39,769,39,삼성홈타운16차A동,29.95,17,202007,30,36500,5,2019,자양로21길 19
서울특별시 광진구 자양동,229-33,229,33,삼성홈타운17차(229-33),29.05,19.8,202007,3,29000,3,2017,아차산로40길 53-20
서울특별시 광진구 자양동,665-7,665,7,선진빌,60.97,35.15,202007,9,32000,4,2002,자양로3길 56-6
서울특별시 광진구 자양동,226-1,226,1,성진빌리지,77.82,42.27,202007,9,49500,1,1992,아차산로39길 11
서울특별시 광진구 자양동,631-10,631,10,세림에버빌6차A,53.05,33.12,202007,1,37700,2,2015,자양로11길 44-5
서울특별시 광진구 자양동,769-15,769,15,세종아트빌,79.47,44.62,202007,16,37300,4,2001,자양로19길 16-1
서울특별시 광진구 자양동,678-12,678,12,센토레아빌(678-12),45.77,26.78,202007,8,29000,2,2007,자양로3길 14-23
서울특별시 광진구 자양동,678-12,678,12,센토레아빌(678-12),39.87,23.47,202007,25,29900,4,2007,자양로3길 14-23
서울특별시 광진구 자양동,225-14,225,14,스타빌,41.08,23.15,202007,20,23900,5,2008,아차산로41길 28
서울특별시 광진구 자양동,477-2,477,2,신안연립,61.82,46.66,202007,28,69500,3,1982,자양번영로1길 54
서울특별시 광진구 자양동,585-2,585,2,신흥연립,82.24,71.49,202007,8,83000,1,1980,자양번영로3가길 8
서울특별시 광진구 자양동,229-44,229,44,아데나팰리스2차,33.77,20,202007,4,32200,4,2016,아차산로44길 43
서울특별시 광진구 자양동,229-44,229,44,아데나팰리스2차,41.58,25.5,202007,6,39000,4,2016,아차산로44길 43
서울특별시 광진구 자양동,593-26,593,26,에버그린빌,59.56,33.53,202007,28,46000,2,2016,자양강변길 323-3
서울특별시 광진구 자양동,639-22,639,22,에비앙하우스,25.5,16.86,202007,29,28000,3,2016,뚝섬로52다길 14-8
서울특별시 광진구 자양동,634-26,634,26,에코하임,30.55,18.61,202007,7,25000,2,2014,자양로11길 80
서울특별시 광진구 자양동,632,632,0,우리빌(632-0),39.95,23.19,202007,1,26800,5,2010,자양로11길 39
서울특별시 광진구 자양동,229-41,229,41,우리빌라(229-41),71.14,37.49,202007,6,33800,3,2003,아차산로40길 59-6
서울특별시 광진구 자양동,230-34,230,34,우진하이츠빌라,39.5,28.69,202007,20,34800,3,2016,아차산로42길 41-13
서울특별시 광진구 자양동,599-37,599,37,위너스빌,50.96,30.31,202007,20,44900,6,2015,뚝섬로44길 51-3
서울특별시 광진구 자양동,660-9,660,9,으뜸빌라,43,22.46,202007,27,18500,5,2004,자양로7길 35-3
서울특별시 광진구 자양동,465-1,465,1,이화빌라,40.32,22,202007,30,46800,-1,1993,자양번영로5길 37-13
서울특별시 광진구 자양동,799-3,799,3,자양그랑시아2,26.69,16.64,202007,9,30500,2,2018,자양번영로 78
서울특별시 광진구 자양동,799-3,799,3,자양그랑시아2,26.69,16.64,202007,22,31000,3,2018,자양번영로 78
서울특별시 광진구 자양동,655-40,655,40,준빌라트,28.01,17.2,202007,9,19900,4,2010,자양로7길 30
서울특별시 광진구 자양동,589-3,589,3,지오파크,27.12,16.39,202007,8,29500,4,2017,자양번영로3가길 28
서울특별시 광진구 자양동,589-3,589,3,지오파크,27.41,15.89,202007,11,28950,6,2017,자양번영로3가길 28
서울특별시 광진구 자양동,667-23,667,23,진아빌라,52.44,23.89,202007,8,25000,4,2000,뚝섬로58길 60
서울특별시 광진구 자양동,622-7,622,7,진연빌10차,35.45,22.65,202007,11,31000,2,2015,뚝섬로49길 56
서울특별시 광진구 자양동,652-37,652,37,진연빌2차,29.52,23.24,202007,14,40000,6,2019,뚝섬로52가길 53
서울특별시 광진구 자양동,227-62,227,62,참하우스토리,46.37,27.49,202007,22,39500,3,2017,자양번영로11길 32-5
서울특별시 광진구 자양동,603-27,603,27,청구빌라(603-27),46.45,28.1,202007,3,24300,2,2007,뚝섬로48길 6
서울특별시 광진구 자양동,610-58,610,58,태양빌리지(610-58),14.28,9.95,202007,20,14000,3,2010,자양번영로8길 6
서울특별시 광진구 자양동,596-3,596,3,파랑새빌라(596-3),47.69,27.23,202007,6,39750,4,2015,자양번영로2길 53-22
서울특별시 광진구 자양동,589-21,589,21,포시즌파크,19.17,12.64,202007,23,23500,5,2017,자양번영로3가길 30
서울특별시 광진구 자양동,589-21,589,21,포시즌파크,17.56,12.23,202007,25,22500,5,2017,자양번영로3가길 30
서울특별시 광진구 자양동,664-17,664,17,프라임빌4,64.96,37.13,202007,15,33300,2,2010,자양로3길 40
서울특별시 광진구 자양동,667-20,667,20,프라임빌5차,60.76,36.1,202007,28,37200,2,2010,자양로3가길 7-11
서울특별시 광진구 자양동,640-27,640,27,한강성진빌리지,76.66,48.35,202007,17,43000,1,2000,뚝섬로52마길 19
서울특별시 광진구 자양동,662-16,662,16,한양팰리스,46.35,29.32,202007,21,55000,5,2019,자양로5길 30
서울특별시 광진구 자양동,643-14,643,14,한영미란채,55.69,34.52,202007,16,48000,5,2016,뚝섬로52마길 34-11
서울특별시 광진구 자양동,478-1,478,1,해비치빌,58.8,36.13,202007,9,40000,2,2009,뚝섬로40길 64-4
서울특별시 광진구 자양동,227-252,227,252,헤렌하우스,38.23,22.72,202007,3,28500,3,2014,자양번영로9길 12-5
서울특별시 광진구 자양동,775-10,775,10,헤렌하우스(775-10),26.49,16.53,202007,21,21000,2,2015,아차산로45길 16
서울특별시 광진구 자양동,679-7,679,7,현대그랑빌,64.02,30.39,202007,8,40000,3,2003,뚝섬로 674
서울특별시 광진구 자양동,586-1,586,1,현대맨숀(586-1),74.22,59.27,202007,13,75000,3,1981,자양번영로3길 27
서울특별시 광진구 자양동,604-27,604,27,현대빌라,40,17.23,202007,6,18800,1,1993,뚝섬로50길 28
서울특별시 광진구 자양동,664-13,664,13,화이트하우스(664-13),46.08,23.14,202007,22,20900,5,2009,자양로3길 40-7
서울특별시 광진구 중곡동,170-35,170,35,(170-35),47.72,40.19,202007,4,17750,2,2003,면목로12길 9-3
서울특별시 광진구 중곡동,76-22,76,22,76-22,58.74,28.66,202007,3,41500,2,2016,긴고랑로38길 13
서울특별시 광진구 중곡동,189-48,189,48,골든빌(189-48),43.55,20.95,202007,17,19500,3,2002,동일로76길 30
서울특별시 광진구 중곡동,648-1,648,1,광남캐스빌,50.72,23.61,202007,18,30000,3,2002,천호대로107길 22
서울특별시 광진구 중곡동,259-9,259,9,금강주택,42.12,29.79,202007,4,20000,1,1986,긴고랑로12길 53
서울특별시 광진구 중곡동,126-44,126,44,대성예가,50.67,34.58,202007,9,40300,5,2014,천호대로123길 66
서울특별시 광진구 중곡동,134-47,134,47,대성예가4차,45.7,27.14,202007,10,39500,3,2016,용마산로5길 65
서울특별시 광진구 중곡동,18-23,18,23,대세빌라,52.95,26.56,202007,27,24000,3,1997,용마산로 138
서울특별시 광진구 중곡동,135-4,135,4,대신아트빌,74.65,38.23,202007,21,32000,5,2002,용마산로5길 52
서울특별시 광진구 중곡동,57-4,57,4,대원쉐르빌,75.05,37.33,202007,10,31500,3,2001,용마산로10길 7
서울특별시 광진구 중곡동,50-1,50,1,더갤러리,40.73,24.8,202007,4,42500,2,2019,능동로44길 36
서울특별시 광진구 중곡동,235-22,235,22,더리치,39.51,23.98,202007,29,29550,3,2020,긴고랑로1길 35
서울특별시 광진구 중곡동,235-22,235,22,더리치,40.49,24.58,202007,29,30150,3,2020,긴고랑로1길 35
서울특별시 광진구 중곡동,235-22,235,22,더리치,34.66,21.04,202007,29,26400,3,2020,긴고랑로1길 35
서울특별시 광진구 중곡동,235-22,235,22,더리치,26.94,16.35,202007,29,21000,3,2020,긴고랑로1길 35
서울특별시 광진구 중곡동,235-22,235,22,더리치,26.72,16.22,202007,29,21200,4,2020,긴고랑로1길 35
서울특별시 광진구 중곡동,235-22,235,22,더리치,28.24,17.14,202007,29,22700,4,2020,긴고랑로1길 35
서울특별시 광진구 중곡동,235-22,235,22,더리치,26.21,15.91,202007,29,20550,2,2020,긴고랑로1길 35
서울특별시 광진구 중곡동,235-22,235,22,더리치,34.66,21.04,202007,29,26400,2,2020,긴고랑로1길 35
서울특별시 광진구 중곡동,235-22,235,22,더리치,41.04,24.91,202007,29,31300,4,2020,긴고랑로1길 35
서울특별시 광진구 중곡동,235-22,235,22,더리치,39.51,23.98,202007,29,29550,2,2020,긴고랑로1길 35
서울특별시 광진구 중곡동,235-22,235,22,더리치,26.1,15.84,202007,29,20600,5,2020,긴고랑로1길 35
서울특별시 광진구 중곡동,235-22,235,22,더리치,43.08,26.23,202007,29,31950,5,2020,긴고랑로1길 35
서울특별시 광진구 중곡동,235-22,235,22,더리치,40.49,24.58,202007,29,30150,2,2020,긴고랑로1길 35
서울특별시 광진구 중곡동,93-9,93,9,동산빌라,40.77,20.76,202007,7,22500,4,1998,용마산로 6-6
서울특별시 광진구 중곡동,58-1,58,1,동암아트빌,55.41,25.83,202007,2,23400,3,2002,긴고랑로35길 35
서울특별시 광진구 중곡동,81-14,81,14,롯데빌리지,83.7,42.38,202007,31,34500,1,2002,용마산로4길 17
서울특별시 광진구 중곡동,123-39,123,39,루나빌,71.8,36,202007,30,31300,2,2003,용마산로3길 6
서울특별시 광진구 중곡동,158-18,158,18,마인하임158,19.39,8.13,202007,1,23500,8,2018,능동로40길 10-5
서울특별시 광진구 중곡동,614-12,614,12,미성빌라,59.67,40.36,202007,4,23800,2,2000,천호대로101길 45-3
서울특별시 광진구 중곡동,189-23,189,23,바우하우스(189-23),52.58,35.63,202007,31,36000,2,2012,동일로76길 38
서울특별시 광진구 중곡동,150-267,150,267,본클라쎄,59.72,37,202007,18,42000,3,2018,긴고랑로26길 25-6
서울특별시 광진구 중곡동,18-106,18,106,블리체,29,16.93,202007,1,28800,3,2017,용마산로22길 11-20
서울특별시 광진구 중곡동,134-24,134,24,삼성리치빌,72.8,40.46,202007,11,29000,2,2005,천호대로117길 39
서울특별시 광진구 중곡동,53-11,53,11,샤롬빌라트,21.22,12.56,202007,9,12000,2,2002,능동로42길 61
서울특별시 광진구 중곡동,30-45,30,45,선우빌라트,53.27,29.66,202007,3,23500,2,2002,능동로50길 31-9
서울특별시 광진구 중곡동,158-2,158,2,세원그린빌(158-2),42.25,17.69,202007,7,37000,5,2018,천호대로109길 19
서울특별시 광진구 중곡동,158-2,158,2,세원그린빌(158-2),41.85,17.54,202007,7,45000,8,2018,천호대로109길 19
서울특별시 광진구 중곡동,158-2,158,2,세원그린빌(158-2),42.25,17.69,202007,7,38000,7,2018,천호대로109길 19
서울특별시 광진구 중곡동,158-2,158,2,세원그린빌(158-2),42.25,17.69,202007,7,37000,6,2018,천호대로109길 19
서울특별시 광진구 중곡동,48-3,48,3,세원그린빌(48-3),50.3,30.08,202007,21,33950,3,2015,천호대로109길 83
서울특별시 광진구 중곡동,294-11,294,11,송원빌라트,49.62,31.57,202007,3,28000,2,2011,용마산로30길 43-9
서울특별시 광진구 중곡동,41-39,41,39,쉐마빌,52.76,29.38,202007,17,21700,3,2004,긴고랑로16길 8
서울특별시 광진구 중곡동,150-233,150,233,스퀘어빌리지,29.9,19.25,202007,2,33000,5,2020,용마산로7길 56
서울특별시 광진구 중곡동,150-233,150,233,스퀘어빌리지,27.24,17.54,202007,9,29000,3,2020,용마산로7길 56
서울특별시 광진구 중곡동,150-233,150,233,스퀘어빌리지,29.64,19.08,202007,9,29500,3,2020,용마산로7길 56
서울특별시 광진구 중곡동,150-233,150,233,스퀘어빌리지,27.3,17.58,202007,9,28000,2,2020,용마산로7길 56
서울특별시 광진구 중곡동,150-233,150,233,스퀘어빌리지,27.3,17.58,202007,9,29000,3,2020,용마산로7길 56
서울특별시 광진구 중곡동,150-233,150,233,스퀘어빌리지,27.24,17.54,202007,9,29000,2,2020,용마산로7길 56
서울특별시 광진구 중곡동,150-233,150,233,스퀘어빌리지,28.24,18.18,202007,9,32000,6,2020,용마산로7길 56
서울특별시 광진구 중곡동,150-233,150,233,스퀘어빌리지,29.9,19.25,202007,9,30000,6,2020,용마산로7길 56
서울특별시 광진구 중곡동,150-233,150,233,스퀘어빌리지,29.64,19.08,202007,9,29500,2,2020,용마산로7길 56
서울특별시 광진구 중곡동,239-8,239,8,신원캐스빌A동,61.7,29.77,202007,30,24800,4,2003,동일로70길 42
서울특별시 광진구 중곡동,114-7,114,7,신한베스트빌(114-7),39.08,18.85,202007,4,26500,5,2012,자양로43길 52
서울특별시 광진구 중곡동,30-36,30,36,아크로빌,33.74,21.08,202007,9,27000,2,2016,능동로50길 39
서울특별시 광진구 중곡동,30-36,30,36,아크로빌,43.76,27.35,202007,28,36000,3,2016,능동로50길 39
서울특별시 광진구 중곡동,97-40,97,40,엘지아트빌,46.04,22.14,202007,3,20500,4,2002,자양로53길 63
서울특별시 광진구 중곡동,175-61,175,61,와이엔캐슬(중곡동175-61),40.77,27.25,202007,16,29500,3,2016,동일로78길 21
서울특별시 광진구 중곡동,120-16,120,16,우성리치하우스,48.36,27.73,202007,11,24800,2,2012,천호대로121길 3
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,29.87,17.71,202007,14,23650,3,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,26.3,15.59,202007,14,21000,3,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,26,15.41,202007,14,20750,3,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,29.96,17.76,202007,14,23750,3,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,26,15.41,202007,14,20750,2,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,31.2,18.49,202007,14,23750,4,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,28.71,17.02,202007,14,22850,4,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,28.71,17.02,202007,14,22850,4,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,31.2,18.49,202007,14,23750,4,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,46.66,27.66,202007,14,33900,5,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,46.66,27.66,202007,14,33900,5,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,29.92,17.74,202007,14,23650,2,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,29.96,17.76,202007,14,23750,2,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,26.3,15.59,202007,14,21000,2,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,29.66,17.58,202007,14,23450,3,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,29.87,17.71,202007,14,23650,2,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,29.66,17.58,202007,14,23450,2,2020,면목로 196
서울특별시 광진구 중곡동,554-2,554,2,원앙 에이스빌,29.92,17.74,202007,14,23650,3,2020,면목로 196
서울특별시 광진구 중곡동,34-29,34,29,원진주택,31.5,21.82,202007,10,33650,2,2018,긴고랑로19길 40
서울특별시 광진구 중곡동,34-29,34,29,원진주택,18.15,12.57,202007,10,20450,4,2018,긴고랑로19길 40
서울특별시 광진구 중곡동,34-29,34,29,원진주택,16.76,11.61,202007,10,18750,4,2018,긴고랑로19길 40
서울특별시 광진구 중곡동,34-29,34,29,원진주택,36.1,25.01,202007,10,37380,5,2018,긴고랑로19길 40
서울특별시 광진구 중곡동,34-29,34,29,원진주택,16.83,11.66,202007,10,19060,2,2018,긴고랑로19길 40
서울특별시 광진구 중곡동,34-29,34,29,원진주택,27.49,19.04,202007,10,29500,3,2018,긴고랑로19길 40
서울특별시 광진구 중곡동,34-29,34,29,원진주택,31.5,21.82,202007,10,33650,3,2018,긴고랑로19길 40
서울특별시 광진구 중곡동,34-29,34,29,원진주택,16.83,11.66,202007,10,19060,3,2018,긴고랑로19길 40
서울특별시 광진구 중곡동,34-29,34,29,원진주택,14.16,9.81,202007,10,15900,4,2018,긴고랑로19길 40
서울특별시 광진구 중곡동,34-29,34,29,원진주택,27.49,19.04,202007,10,29500,2,2018,긴고랑로19길 40
서울특별시 광진구 중곡동,615-9,615,9,원하우스,32.48,23.15,202007,31,15000,3,2008,면목로9길 38
서울특별시 광진구 중곡동,238-13,238,13,은종아트빌라,40.07,16.95,202007,7,14000,1,1992,동일로70길 6
서울특별시 광진구 중곡동,238-13,238,13,은종아트빌라,34.4,14.55,202007,15,10900,4,1992,동일로70길 6
서울특별시 광진구 중곡동,150-132,150,132,정수아트빌(150-132),53.34,29.75,202007,15,26900,4,2011,긴고랑로31길 17
서울특별시 광진구 중곡동,192-55,192,55,제일하이빌,60.43,34.65,202007,9,26700,3,2003,긴고랑로7길 66-6
서울특별시 광진구 중곡동,97-28,97,28,중앙하이츠빌라,51.12,25.14,202007,6,23200,4,2001,자양로51길 52
서울특별시 광진구 중곡동,296-14,296,14,지원하우스,36.49,28.55,202007,13,24000,3,2016,용마산로28가길 6-16
서울특별시 광진구 중곡동,29-26,29,26,진현쉐르빌,68.07,38.41,202007,4,33000,3,2008,용마산로27길 15
서울특별시 광진구 중곡동,540-1,540,1,청우컨스빌,26.05,15.73,202007,9,24000,4,2015,답십리로88길 9
서울특별시 광진구 중곡동,235-28,235,28,청운명가,27.67,16.53,202007,7,25000,2,2015,동일로 390
서울특별시 광진구 중곡동,235-28,235,28,청운명가,41.02,25.3,202007,24,33000,4,2015,동일로 390
서울특별시 광진구 중곡동,149-19,149,19,파인빌9차,63.69,35.48,202007,31,21500,3,2002,긴고랑로27길 22
서울특별시 광진구 중곡동,229-2,229,2,플러스빌,52.04,31,202007,21,46000,4,2020,능동로49길 27
서울특별시 광진구 중곡동,98-6,98,6,한아름맨션,53.44,33.45,202007,22,30500,4,2008,자양로53길 58
서울특별시 광진구 중곡동,97-8,97,8,한울터,38.68,23.91,202007,1,21000,2,2011,자양로51길 56-3
서울특별시 광진구 중곡동,147-61,147,61,해오름빌리지,54.49,27.59,202007,27,19000,2,2002,용마산로8다길 20-8
서울특별시 광진구 중곡동,99-10,99,10,헤렌하우스,74.95,38.02,202007,25,37900,1,2009,영화사로 43-1
서울특별시 광진구 중곡동,169-91,169,91,헤쎄드빌(169-91),21.88,12.1,202007,22,27300,6,2016,능동로59길 26
서울특별시 광진구 화양동,3-93,3,93,그린시티빌,35.16,11.52,202007,9,31000,8,2014,아차산로33길 84-4
서울특별시 구로구 가리봉동,134-38,134,38,(134-38),36.88,14.37,202007,23,12800,4,1994,디지털로24가길 12
서울특별시 구로구 가리봉동,134-48,134,48,(134-48),46.81,19.18,202007,18,18000,1,1994,디지털로24길 4-5
서울특별시 구로구 가리봉동,134-72,134,72,(134-72),39.22,15.05,202007,11,13500,1,1994,디지털로 230-16
서울특별시 구로구 가리봉동,135-72,135,72,금강파크빌,40.04,24.53,202007,9,24450,5,2015,디지털로20길 20
서울특별시 구로구 가리봉동,2-190,2,190,신우아트빌,57.69,33.1,202007,31,15000,-1,2001,남부순환로105길 240-6
서울특별시 구로구 가리봉동,25-60,25,60,창성에코빌,53.62,28.3,202007,30,30900,5,2017,구로동로7가길 5
서울특별시 구로구 가리봉동,118-19,118,19,퍼스트빌,29.98,24.21,202007,1,28000,3,2018,우마1가길 13-14
