시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 강남구 개포동,1172-2,1172,2,(1172-2),42.15,24.69,202007,21,30700,3,2012,논현로6길 22-6
서울특별시 강남구 개포동,1186,1186,0,1186 HOUSE,54.94,36.2,202007,7,70000,5,2020,논현로8길 24
서울특별시 강남구 개포동,1169-5,1169,5,RAON,47.19,28.71,202007,7,52000,4,2015,논현로6길 10-14
서울특별시 강남구 개포동,1252-6,1252,6,네비스빌,34.83,18.75,202007,4,27500,4,2004,개포로21길 25
서울특별시 강남구 개포동,1252-6,1252,6,네비스빌,66.64,35.82,202007,4,50000,2,2004,개포로21길 25
서울특별시 강남구 개포동,1169-7,1169,7,녹경빌리지 B동,32.74,15.39,202007,31,25000,1,1995,논현로2길 9
서울특별시 강남구 개포동,1184-17,1184,17,뉴아트빌,43.55,22.91,202007,4,28500,2,1995,논현로8길 39
서울특별시 강남구 개포동,1171-6,1171,6,뉴아트빌라,74.28,32.69,202007,3,43000,1,2000,논현로4길 15
서울특별시 강남구 개포동,1164-29,1164,29,동산빌라,42.6,18.99,202007,6,25000,4,1996,논현로2길 63
서울특별시 강남구 개포동,1254-3,1254,3,디자인하우스,28.9,16.72,202007,7,35000,6,2015,개포로25길 21-3
서울특별시 강남구 개포동,1245-3,1245,3,로얄팰리체,29.13,17.96,202007,9,37300,2,2018,개포로17길 9-7
서울특별시 강남구 개포동,1233-8,1233,8,리아체,48.35,29.92,202007,9,29500,2,2017,논현로18길 22-20
서울특별시 강남구 개포동,1180-7,1180,7,미농빌라,25.83,16.29,202007,3,22500,3,1990,논현로8길 58-5
서울특별시 강남구 개포동,1209-3,1209,3,삼성파크빌B동(1209-3),27.16,18.47,202007,26,20000,5,2003,개포로34길 12
서울특별시 강남구 개포동,1206-6,1206,6,삼열주택,66.49,30.7,202007,17,40000,2,1992,개포로26길 25
서울특별시 강남구 개포동,1240-1,1240,1,상헌새티스빌,69.37,33.97,202007,15,41200,4,2001,개포로15길 11
서울특별시 강남구 개포동,1219-10,1219,10,새롬그린빌,31.69,15.9,202007,5,21000,4,1995,개포로20길 37
서울특별시 강남구 개포동,169-7,169,7,신원빌라(169-7),57.96,34.26,202007,4,58500,2,1991,선릉로18길 38
서울특별시 강남구 개포동,1225,1225,0,양지빌라,60.95,25.5,202007,1,41200,1,1999,논현로14길 5
서울특별시 강남구 개포동,1173-14,1173,14,우정빌라,24.6,14.4,202007,8,16900,1,1994,논현로6길 22-5
서울특별시 강남구 개포동,1235-4,1235,4,은진빌라,36,21.9,202007,29,26500,3,1991,논현로18길 14-10
서울특별시 강남구 개포동,1198,1198,0,지오빌,40.75,24.82,202007,6,53000,4,2016,논현로12길 23-9
서울특별시 강남구 개포동,1239-8,1239,8,청구빌리지,52.02,23.71,202007,9,33500,4,1996,개포로15길 23
서울특별시 강남구 개포동,1221-11,1221,11,키스톤하우스,46.01,27.57,202007,7,52000,5,2014,논현로16길 22
서울특별시 강남구 개포동,1200-4,1200,4,탑펠리스,68.62,30.25,202007,13,52000,2,2003,개포로22길 54
서울특별시 강남구 개포동,1195-14,1195,14,하우징허브 A동,50.78,29.4,202007,11,47500,4,2016,논현로12길 3-4
서울특별시 강남구 논현동,136-39,136,39,(136-39),20.72,17.44,202007,6,19121,3,2013,강남대로126길 65-1
서울특별시 강남구 논현동,136-39,136,39,(136-39),21.17,17.82,202007,6,19538,5,2013,강남대로126길 65-1
서울특별시 강남구 논현동,136-39,136,39,(136-39),19.3,16.24,202007,6,17806,4,2013,강남대로126길 65-1
서울특별시 강남구 논현동,136-39,136,39,(136-39),19.56,16.46,202007,6,18047,2,2013,강남대로126길 65-1
서울특별시 강남구 논현동,136-39,136,39,(136-39),18.82,15.84,202007,6,17367,3,2013,강남대로126길 65-1
서울특별시 강남구 논현동,136-39,136,39,(136-39),19.56,16.46,202007,6,18047,3,2013,강남대로126길 65-1
서울특별시 강남구 논현동,136-39,136,39,(136-39),20.72,17.44,202007,6,19121,2,2013,강남대로126길 65-1
서울특별시 강남구 논현동,136-39,136,39,(136-39),18.82,15.84,202007,6,17367,2,2013,강남대로126길 65-1
서울특별시 강남구 논현동,136-39,136,39,(136-39),24.17,20.34,202007,6,22302,5,2013,강남대로126길 65-1
서울특별시 강남구 논현동,136-39,136,39,(136-39),19.3,16.24,202007,6,17806,2,2013,강남대로126길 65-1
서울특별시 강남구 논현동,136-39,136,39,(136-39),19.3,16.24,202007,6,17806,3,2013,강남대로126길 65-1
서울특별시 강남구 논현동,136-39,136,39,(136-39),20.13,16.94,202007,6,18573,4,2013,강남대로126길 65-1
서울특별시 강남구 논현동,136-39,136,39,(136-39),28.66,24.13,202007,6,26456,2,2013,강남대로126길 65-1
서울특별시 강남구 논현동,136-39,136,39,(136-39),15.37,12.94,202007,6,14188,4,2013,강남대로126길 65-1
서울특별시 강남구 논현동,150-14,150,14,(150-14),42.77,27.55,202007,31,34000,2,2008,논현로123길 35-2
서울특별시 강남구 논현동,154-2,154,2,154-2,28.07,20.49,202007,25,35000,3,2018,학동로26길 39
서울특별시 강남구 논현동,174-4,174,4,174-4,16.8225,13.5,202007,23,22000,4,2016,논현로117길 16
서울특별시 강남구 논현동,167-14,167,14,GEOville,20.86,13,202007,3,17300,4,2013,봉은사로1길 42-28
서울특별시 강남구 논현동,167-14,167,14,GEOville,17.04,11.2,202007,7,15400,2,2013,봉은사로1길 42-28
서울특별시 강남구 논현동,167-14,167,14,GEOville,15.44,10.4,202007,9,14300,5,2013,봉은사로1길 42-28
서울특별시 강남구 논현동,263-15,263,15,HiVill,61.23,30.88,202007,14,51000,2,2004,학동로42길 67-7
서울특별시 강남구 논현동,107-41,107,41,강남하이츠,78.66,38.67,202007,8,70000,4,2000,언주로140길 24
서울특별시 강남구 논현동,16-34,16,34,거산빌라,32.63,17.29,202007,27,34300,2,1995,도산대로8길 20-9
서울특별시 강남구 논현동,264-4,264,4,그린빌비동,29.24,17.19,202007,22,36000,3,2016,선릉로119길 33
서울특별시 강남구 논현동,185-10,185,10,논현빌2차,18.92,11.1,202007,8,17500,2,2013,강남대로116길 35
서울특별시 강남구 논현동,75-9,75,9,논현빌리지,122.64,65.41,202007,18,94000,4,2001,학동로33길 39
서울특별시 강남구 논현동,250,250,0,"논현아펠바움1차(101동,102동)",244.68,176.73,202007,22,377000,4,2007,학동로42길 35
서울특별시 강남구 논현동,193-6,193,6,논현정원빌라,61.01,28.75,202007,16,43800,3,1993,논현로113길 17
서울특별시 강남구 논현동,149-33,149,33,더스마트빌리지,23.73,11.13,202007,8,15000,5,2012,논현로123길 54
서울특별시 강남구 논현동,244-17,244,17,더하우스(244-17),14.04,11.11,202007,10,16500,1,2013,선릉로125길 22
서울특별시 강남구 논현동,173-2,173,2,독일집,21.26,10.58,202007,15,10000,2,2002,논현로121길 41
서울특별시 강남구 논현동,104-5,104,5,동광팰리스,24.99,17.05,202007,9,35000,3,2016,도산대로54길 48-11
서울특별시 강남구 논현동,47-10,47,10,라디안,84.28,42.42,202007,17,80000,4,2004,학동로5길 21
서울특별시 강남구 논현동,149-18,149,18,라인빌리지(149-18),18.84,11.7,202007,9,19000,3,2012,논현로123길 52-5
서울특별시 강남구 논현동,43,43,0,롯데빌리지,242.67,186.3,202007,31,225000,2,1992,학동로11길 23
서울특별시 강남구 논현동,197-9,197,9,리안빌리지,14.52,10.28,202007,1,17400,4,2013,강남대로114길 30
서울특별시 강남구 논현동,197-9,197,9,리안빌리지,14.52,10.28,202007,9,17500,1,2013,강남대로114길 30
서울특별시 강남구 논현동,197-9,197,9,리안빌리지,14.52,10.28,202007,9,17500,2,2013,강남대로114길 30
서울특별시 강남구 논현동,229-17,229,17,모던클래식하우스,44.33,28.17,202007,17,63500,5,2019,봉은사로29길 24-8
서울특별시 강남구 논현동,124-40,124,40,삼원빌라C동,50.22,41,202007,15,40000,-1,1990,학동로8길 7-5
서울특별시 강남구 논현동,183-14,183,14,서진플로렌스183스튜디오,28.04,16.52,202007,27,37000,5,2017,강남대로116길 27
서울특별시 강남구 논현동,219-2,219,2,세느빌,73.57,34.39,202007,31,49500,4,2002,학동로30길 37-15
서울특별시 강남구 논현동,20-4,20,4,신사하이츠빌라,176.35,137.32,202007,8,169000,2,1991,학동로3길 33
서울특별시 강남구 논현동,270-35,270,35,아이리스논현,28.89,18.3,202007,28,40000,2,2017,봉은사로47길 16
서울특별시 강남구 논현동,188-3,188,3,아이파크,14.04,9.3,202007,17,14800,5,2013,강남대로120길 70
서울특별시 강남구 논현동,188-3,188,3,아이파크,14.18,9.05,202007,17,16200,4,2013,강남대로120길 70
서울특별시 강남구 논현동,229-21,229,21,예원베스트빌,104.33,53.21,202007,6,82500,3,2002,봉은사로33길 17
서울특별시 강남구 논현동,197-7,197,7,우림스타빌,26.02,15.8,202007,15,35000,1,2016,강남대로114길 28
서울특별시 강남구 논현동,76-4,76,4,윈저빌,68.02,49.05,202007,9,69000,3,2002,논현로142길 33
서울특별시 강남구 논현동,190-2,190,2,진흥펠리체A동,29.67,16.74,202007,3,34000,2,2015,논현로115길 19
서울특별시 강남구 논현동,35-17,35,17,폴라씨엘로,103.05,60.99,202007,16,230000,4,2017,도산대로26길 52
서울특별시 강남구 논현동,263-7,263,7,현대맨션,89.73,52.48,202007,28,77000,2,1991,언주로122길 32-7
서울특별시 강남구 대치동,913-24,913,24,(913-24),54.01,34.71,202007,29,64000,6,2016,삼성로67길 8-8
서울특별시 강남구 대치동,900-68,900,68,900-68,28.03,18.2,202007,14,30500,3,2017,역삼로69길 25
서울특별시 강남구 대치동,955-16,955,16,조원빌라,39.66,19.3,202007,28,49000,3,1996,역삼로83길 16-2
서울특별시 강남구 도곡동,456-12,456,12,HOUSERAUM,16.98,8.64,202007,2,16500,5,2012,논현로26길 36-5
서울특별시 강남구 도곡동,948-30,948,30,도곡동 948-30 공동주택 (부백),23.57,15.04,202007,18,29500,3,2016,도곡로2길 34
서울특별시 강남구 도곡동,948-30,948,30,도곡동 948-30 공동주택 (부백),29.36,17.19,202007,27,35000,5,2016,도곡로2길 34
서울특별시 강남구 도곡동,413-8,413,8,도곡파크,17.16,10.64,202007,1,16000,2,2013,논현로34길 17
서울특별시 강남구 도곡동,456-11,456,11,리안빌리지,26.09,15.46,202007,15,28500,4,2012,논현로26길 36-7
서울특별시 강남구 도곡동,945-14,945,14,아크로파크1,26.71,18.25,202007,13,35000,1,2015,강남대로54길 17
서울특별시 강남구 삼성동,112-18,112,18,(112-18),24.98,17.02,202007,25,40000,5,2017,선릉로108길 7-1
서울특별시 강남구 삼성동,122-25,122,25,122-25,16.28,10.1,202007,24,24000,5,2019,삼성로107길 23-15
서울특별시 강남구 삼성동,24-18,24,18,공간2차,19.28,10.98,202007,3,25000,5,2016,삼성로115길 20-12
서울특별시 강남구 삼성동,92-4,92,4,런던빌라,108.33,80.89,202007,22,170000,1,1984,영동대로118길 30-8
서울특별시 강남구 삼성동,91-15,91,15,삼성리더스빌,29.05,15.43,202007,24,70000,1,1997,영동대로118길 22
서울특별시 강남구 세곡동,541,541,0,강남 효성해링턴 코트,92.9619,114.12,202007,11,158000,3,2016,자곡로 36
서울특별시 강남구 세곡동,541,541,0,강남 효성해링턴 코트,92.9619,114.12,202007,30,170000,3,2016,자곡로 36
서울특별시 강남구 신사동,550-2,550,2,신사빌라,36.53,42.59,202007,24,49000,2,1988,압구정로14길 9
서울특별시 강남구 역삼동,655-14,655,14,(655-14),29.53,18.75,202007,4,39500,3,2017,논현로106길 37
서울특별시 강남구 역삼동,664,664,0,(664),29.7,11.95,202007,20,23000,3,2002,봉은사로34길 51
서울특별시 강남구 역삼동,664,664,0,(664),49.88,20.07,202007,20,36000,4,2002,봉은사로34길 51
서울특별시 강남구 역삼동,664,664,0,(664),29.7,11.95,202007,20,23000,4,2002,봉은사로34길 51
서울특별시 강남구 역삼동,664,664,0,(664),53.76,21.63,202007,20,40000,3,2002,봉은사로34길 51
서울특별시 강남구 역삼동,664,664,0,(664),53.76,21.63,202007,20,40000,4,2002,봉은사로34길 51
서울특별시 강남구 역삼동,664,664,0,(664),29.52,11.87,202007,20,23000,4,2002,봉은사로34길 51
서울특별시 강남구 역삼동,664,664,0,(664),29.52,11.87,202007,20,23000,5,2002,봉은사로34길 51
서울특별시 강남구 역삼동,664,664,0,(664),53.76,21.63,202007,20,40000,5,2002,봉은사로34길 51
서울특별시 강남구 역삼동,664,664,0,(664),49.88,20.07,202007,20,36000,5,2002,봉은사로34길 51
서울특별시 강남구 역삼동,664,664,0,(664),29.7,11.95,202007,20,23000,5,2002,봉은사로34길 51
서울특별시 강남구 역삼동,664,664,0,(664),76.72,30.85,202007,20,50000,2,2002,봉은사로34길 51
서울특별시 강남구 역삼동,664,664,0,(664),29.52,11.87,202007,20,23000,3,2002,봉은사로34길 51
서울특별시 강남구 역삼동,664,664,0,(664),49.88,20.07,202007,20,36000,3,2002,봉은사로34길 51
서울특별시 강남구 역삼동,777-12,777,12,(777-12),46.47,27.48,202007,9,35000,5,2015,논현로70길 26-1
서울특별시 강남구 역삼동,781-1,781,1,(781-1),53.57,31.99,202007,21,56000,4,2015,도곡로25길 26
서울특별시 강남구 역삼동,795-5,795,5,경산빌라,50.28,43.27,202007,5,40000,1,1989,논현로67길 21-2
서울특별시 강남구 역삼동,794-21,794,21,꿈꾸지오(794-21),24.95,16.17,202007,8,35200,2,2019,논현로65길 37
서울특별시 강남구 역삼동,777-14,777,14,드림하우스,27.36,14.72,202007,25,18000,2,2000,논현로70길 28
서울특별시 강남구 역삼동,756-4,756,4,신도빌라,42.76,23.01,202007,4,55000,3,1994,선릉로69길 9-11
서울특별시 강남구 역삼동,749-6,749,6,아네스빌,29.78,17.75,202007,13,40000,4,2017,역삼로15길 18
서울특별시 강남구 역삼동,728-33,728,33,에버하임(b),80.91,45.9,202007,16,70000,2,2003,테헤란로32길 48
서울특별시 강남구 역삼동,774-40,774,40,역삼 더하임,28.74,18.65,202007,1,45500,4,2020,역삼로38길 19
서울특별시 강남구 역삼동,774-40,774,40,역삼 더하임,26.74,17.36,202007,3,42000,5,2020,역삼로38길 19
서울특별시 강남구 역삼동,774-40,774,40,역삼 더하임,29.97,19.45,202007,4,53000,3,2020,역삼로38길 19
서울특별시 강남구 역삼동,782-29,782,29,역삼더힐하우스,45.83,28.42,202007,1,57500,2,2016,논현로64길 31
서울특별시 강남구 역삼동,782-29,782,29,역삼더힐하우스,43.28,26.84,202007,3,56000,3,2016,논현로64길 31
서울특별시 강남구 역삼동,695-23,695,23,역삼빌리지,64.86,33.84,202007,18,47000,1,1991,테헤란로55길 44
서울특별시 강남구 역삼동,695-12,695,12,역삼아르떼,29.97,18.98,202007,4,51500,3,2020,테헤란로55길 33
서울특별시 강남구 역삼동,695-12,695,12,역삼아르떼,29.69,18.83,202007,5,56000,6,2020,테헤란로55길 33
서울특별시 강남구 역삼동,695-12,695,12,역삼아르떼,29.66,18.82,202007,6,53000,5,2020,테헤란로55길 33
서울특별시 강남구 역삼동,695-12,695,12,역삼아르떼,29.66,18.82,202007,7,51500,4,2020,테헤란로55길 33
서울특별시 강남구 역삼동,639,639,0,역삼힐스 102동,40.84,23.78,202007,6,65000,2,2019,논현로97길 23
서울특별시 강남구 역삼동,750-24,750,24,우리집 1,22.87,14.05,202007,2,30800,3,2016,역삼로11길 13-6
서울특별시 강남구 역삼동,783-20,783,20,이지빌라트,44.67,24.38,202007,27,29000,4,2002,도곡로37길 13
서울특별시 강남구 역삼동,698-11,698,11,정원빌라,51.84,38.3,202007,22,40500,1,1991,테헤란로51길 46-11
서울특별시 강남구 역삼동,777-37,777,37,태진하이츠,83.22,68.05,202007,1,73500,2,1989,논현로68길 15
서울특별시 강남구 역삼동,766-10,766,10,풍성애뜨란,25.69,14.74,202007,11,50000,2,2018,도곡로57길 9-3
서울특별시 강남구 역삼동,681-19,681,19,힐스테이트3,29.84,9.27,202007,23,39500,2,2015,언주로108길 21-6
서울특별시 강남구 역삼동,834-36,834,36,힐스테이트6,16.1,11.9,202007,22,18500,5,2015,역삼로10길 13
서울특별시 강남구 역삼동,834-36,834,36,힐스테이트6,18.57,13.55,202007,29,22000,5,2015,역삼로10길 13
서울특별시 강남구 일원동,637,637,0,(637-0),82.84,66.8,202007,8,89300,3,2006,개포로136길 25
서울특별시 강남구 일원동,623-6,623,6,다세대주택,49.23,36.24,202007,14,34000,-1,1986,개포로124길 14
서울특별시 강남구 일원동,625-17,625,17,다세대주택(625-17),53.55,35.79,202007,2,52000,1,1986,개포로128길 14-5
서울특별시 강남구 일원동,636-8,636,8,다세대주택(6세대),46.92,34.8,202007,11,32000,-1,1987,개포로138길 38
서울특별시 강남구 일원동,642-6,642,6,로제캐슬,26.75,19.25,202007,4,42000,3,2018,일원로3길 84
서울특별시 강남구 일원동,680-1,680,1,베일리하우스,26.535,16.91,202007,27,43000,5,2017,양재대로35길 9
서울특별시 강남구 일원동,625-4,625,4,삼성빌라,52.39,26.53,202007,24,59000,2,2004,개포로128길 6
서울특별시 강남구 일원동,739,739,0,청솔빌리지,59.75,82.93,202007,5,144000,1,1993,광평로10길 50
서울특별시 강남구 일원동,625-13,625,13,한아름빌라,37.42,20.38,202007,29,37000,2,2002,개포로128길 14
서울특별시 강남구 자곡동,440-99,440,99,(440-99),193.4,156.48,202007,11,215000,-1,2009,자곡로7길 20-4
서울특별시 강남구 청담동,69-10,69,10,이지빌라 나동(69-10),50.04,37.05,202007,18,59900,1,1989,학동로97길 43-7
서울특별시 강남구 청담동,16-8,16,8,청담 클래스,29.94,21.01,202007,16,74000,5,2019,도산대로68길 40
서울특별시 강남구 청담동,16-8,16,8,청담 클래스,29.93,20.98,202007,28,72000,5,2019,도산대로68길 40
서울특별시 강남구 청담동,16-8,16,8,청담 클래스,29.94,21.01,202007,28,75000,5,2019,도산대로68길 40
서울특별시 강남구 청담동,16-8,16,8,청담 클래스,29.82,20.92,202007,31,73000,5,2019,도산대로68길 40
서울특별시 강동구 고덕동,151-1,151,1,(151-1),46.37,31.78,202007,8,35000,2,1986,고덕로79길 122
서울특별시 강동구 고덕동,196-6,196,6,(196-6),57.64,38.7,202007,16,31000,1,1986,상일로17길 15
서울특별시 강동구 고덕동,233-6,233,6,성원빌라,45.64,25.43,202007,5,37900,3,1986,아리수로 318
서울특별시 강동구 길동,354-3,354,3,(354-3),27.72,16.37,202007,7,20800,4,2010,명일로19길 25
서울특별시 강동구 길동,326-1,326,1,강남팰리스,41.97,25,202007,1,40000,3,2020,천중로53길 74
서울특별시 강동구 길동,326-1,326,1,강남팰리스,37.17,32.05,202007,3,55000,6,2020,천중로53길 74
서울특별시 강동구 길동,326-1,326,1,강남팰리스,41.97,25,202007,3,41000,4,2020,천중로53길 74
서울특별시 강동구 길동,326-1,326,1,강남팰리스,42.08,25,202007,3,42000,5,2020,천중로53길 74
서울특별시 강동구 길동,326-1,326,1,강남팰리스,42.95,32.05,202007,7,56000,6,2020,천중로53길 74
서울특별시 강동구 길동,379-4,379,4,강남팰리스,25.41,33.4,202007,10,53500,8,2018,양재대로115길 15
서울특별시 강동구 길동,320-2,320,2,강동 디앤써밋,18.95,8.24,202007,9,29990,9,2019,양재대로 1560
서울특별시 강동구 길동,109-1,109,1,그린스위트빌2차,29.93,20.4,202007,20,21000,4,2015,천호대로199길 37
서울특별시 강동구 길동,357-1,357,1,그린타운(1동),59.08,27.49,202007,15,29000,2,1991,천중로48길 11
서울특별시 강동구 길동,357-2,357,2,그린타운(2동),78.25,39.46,202007,8,23900,1,1991,천중로48길 9-4
서울특별시 강동구 길동,350-3,350,3,더힐스빌,29.97,13.39,202007,1,32000,6,2020,천중로 208
서울특별시 강동구 길동,350-3,350,3,더힐스빌,29.96,13.19,202007,8,32000,7,2020,천중로 208
서울특별시 강동구 길동,350-3,350,3,더힐스빌,29.95,13.17,202007,9,30500,7,2020,천중로 208
서울특별시 강동구 길동,334-19,334,19,블루빌(334-19),53.06,31.61,202007,10,28000,3,2010,천중로49길 51
서울특별시 강동구 길동,106-7,106,7,삼보프리빌,76.32,20.7,202007,18,40800,7,2010,명일로 230
서울특별시 강동구 길동,72,72,0,삼성아트빌(72-0),43.27,27.5,202007,25,32000,5,2015,명일로 276-12
서울특별시 강동구 길동,129,129,0,상상프리,35.77,22.14,202007,9,30500,4,2015,명일로16길 15
서울특별시 강동구 길동,323-4,323,4,세일스위트빌라(나동),71.26,45.93,202007,7,21500,-1,1996,양재대로126길 29
서울특별시 강동구 길동,410-13,410,13,스타팰리스(410-13),40.24,26.82,202007,28,23500,4,2011,천호대로191길 78
서울특별시 강동구 길동,124-15,124,15,아크로씨티,56.87,35.16,202007,27,29500,2,2014,명일로 216-3
서울특별시 강동구 길동,124-15,124,15,아크로씨티,45.17,27.92,202007,31,31000,4,2014,명일로 216-3
서울특별시 강동구 길동,410-2,410,2,영성빌리지,74.1,35.56,202007,20,31700,5,2001,양재대로112길 20
서울특별시 강동구 길동,360-3,360,3,우건빌라,82.83,41.63,202007,6,30000,3,1991,천중로52길 27-14
서울특별시 강동구 길동,390-4,390,4,우리빌,68.86,37.9,202007,20,29000,3,2004,진황도로47길 63
서울특별시 강동구 길동,357-4,357,4,유신빌라,60.48,56.4,202007,1,37500,3,1990,천중로48길 9-10
서울특별시 강동구 길동,411-11,411,11,유원빌라,70.2,32.78,202007,17,28000,2,2000,진황도로47길 35
서울특별시 강동구 길동,411-11,411,11,유원빌라,34.65,16.18,202007,24,14500,1,2000,진황도로47길 35
서울특별시 강동구 길동,322-10,322,10,정도하이츠,100.3,50.52,202007,22,38000,3,1997,명일로27길 60
서울특별시 강동구 길동,387-5,387,5,청광플러스원(큐브1차),16.685,4.91,202007,8,12500,12,2012,천중로42길 70
서울특별시 강동구 길동,387-5,387,5,청광플러스원(큐브1차),16.685,4.91,202007,9,11000,10,2012,천중로42길 70
서울특별시 강동구 길동,359-12,359,12,카리스빌,43.6,24.8,202007,9,25000,2,2010,천중로50길 35-10
서울특별시 강동구 길동,326-9,326,9,토성하우스,43.93,24.8,202007,1,39500,4,2020,명일로27길 22
서울특별시 강동구 길동,326-9,326,9,토성하우스,42.85,28.1,202007,1,57000,6,2020,명일로27길 22
서울특별시 강동구 길동,326-9,326,9,토성하우스,29.76,21.08,202007,5,28500,4,2020,명일로27길 22
서울특별시 강동구 길동,326-9,326,9,토성하우스,43.93,24.8,202007,5,39000,3,2020,명일로27길 22
서울특별시 강동구 길동,326-9,326,9,토성하우스,29.76,21.08,202007,8,28500,5,2020,명일로27길 22
서울특별시 강동구 길동,326-9,326,9,토성하우스,43.93,24.8,202007,9,39000,2,2020,명일로27길 22
서울특별시 강동구 길동,326-9,326,9,토성하우스,38.92,24.8,202007,9,38000,2,2020,명일로27길 22
서울특별시 강동구 길동,326-9,326,9,토성하우스,38.92,24.8,202007,10,39000,3,2020,명일로27길 22
서울특별시 강동구 길동,326-9,326,9,토성하우스,38.92,24.8,202007,11,39400,5,2020,명일로27길 22
서울특별시 강동구 길동,82-13,82,13,허브빌,34.45,26.72,202007,8,26000,3,2014,명일로 268
서울특별시 강동구 길동,392-7,392,7,혜성빌라,42.47,21.08,202007,2,19000,2,2001,천호대로185길 89-16
서울특별시 강동구 둔촌동,442,442,0,금강트레조빌,52.51,43.24,202007,11,41000,2,2013,양재대로100길 13-8
서울특별시 강동구 둔촌동,87-4,87,4,네모 하우스,48.9,29.7,202007,30,29000,4,2015,명일로 124
서울특별시 강동구 둔촌동,483-4,483,4,도원주택,44.05,23.85,202007,28,18600,3,2002,풍성로63길 59
서울특별시 강동구 둔촌동,618-10,618,10,로얄맨션,41.39,35.12,202007,22,19000,-1,1990,동남로49길 54-2
서울특별시 강동구 둔촌동,110-5,110,5,명문아이빌2단지,48.99,29.3,202007,8,33500,2,2016,진황도로 215-10
서울특별시 강동구 둔촌동,470-30,470,30,삼성시티빌,41.5,23.59,202007,15,23800,4,2013,양재대로100길 38-15
서울특별시 강동구 둔촌동,513,513,0,삼성아트빌,44.74,26.85,202007,1,35500,3,2013,양재대로96길 32
서울특별시 강동구 둔촌동,470-10,470,10,삼성아트빌,36.26,23.15,202007,3,31500,4,2017,양재대로100길 38-7
서울특별시 강동구 둔촌동,67-10,67,10,상상프리(67-10),41.83,22.83,202007,24,36500,4,2018,천호대로186길 8
서울특별시 강동구 둔촌동,39-12,39,12,성경빌라3차,53.73,32.05,202007,7,26000,2,2002,명일로10길 23-5
서울특별시 강동구 둔촌동,39-16,39,16,성경빌라5차,67.41,31.78,202007,26,34500,4,2004,명일로10길 16
서울특별시 강동구 둔촌동,425-8,425,8,신영파크,23.4,16.88,202007,3,13250,3,2011,천호대로 1156-15
서울특별시 강동구 둔촌동,425-8,425,8,신영파크,23.4,16.88,202007,3,13250,2,2011,천호대로 1156-15
서울특별시 강동구 둔촌동,425-8,425,8,신영파크,25.92,18.7,202007,3,13500,3,2011,천호대로 1156-15
서울특별시 강동구 둔촌동,425-8,425,8,신영파크,25.92,18.7,202007,3,13500,2,2011,천호대로 1156-15
서울특별시 강동구 둔촌동,425-8,425,8,신영파크,23.24,16.77,202007,3,13250,4,2011,천호대로 1156-15
서울특별시 강동구 둔촌동,425-8,425,8,신영파크,23.4,16.88,202007,3,13250,5,2011,천호대로 1156-15
서울특별시 강동구 둔촌동,425-8,425,8,신영파크,23.24,16.77,202007,3,13250,5,2011,천호대로 1156-15
서울특별시 강동구 둔촌동,425-8,425,8,신영파크,23.4,16.88,202007,3,13250,4,2011,천호대로 1156-15
서울특별시 강동구 둔촌동,425-8,425,8,신영파크,23.24,16.77,202007,3,13250,3,2011,천호대로 1156-15
서울특별시 강동구 둔촌동,425-8,425,8,신영파크,23.24,16.77,202007,3,13250,2,2011,천호대로 1156-15
서울특별시 강동구 둔촌동,469,469,0,에덴빌라,61.08,34.13,202007,22,34000,4,2002,양재대로102가길 22
서울특별시 강동구 둔촌동,513-3,513,3,영일파크빌라,79.83,67.82,202007,28,60500,2,1989,양재대로96길 14
서울특별시 강동구 둔촌동,425-15,425,15,오앤하우스,16.77,6.22,202007,2,11000,9,2014,천호대로 1156-5
서울특별시 강동구 둔촌동,425-15,425,15,오앤하우스,16.77,6.22,202007,22,11000,7,2014,천호대로 1156-5
서울특별시 강동구 둔촌동,429,429,0,현진빌리지,29.97,17.8,202007,8,24000,7,2016,천호대로182길 16
서울특별시 강동구 명일동,332-3,332,3,대의아름누리,53.16,25.71,202007,18,32000,4,2014,상암로51길 46
서울특별시 강동구 명일동,268-13,268,13,드림하우스(A동),75.84,36.81,202007,2,35000,1,2000,상암로 210-37
서울특별시 강동구 명일동,312-214,312,214,리베바움,41.13,24.34,202007,2,20000,3,2012,양재대로143길 36
서울특별시 강동구 명일동,327-1,327,1,명일센트로빌,99.78,43.83,202007,28,67200,6,2003,구천면로 428
서울특별시 강동구 명일동,312-149,312,149,삼성빌라,131.42,61.66,202007,2,47000,1,1992,양재대로141길 30
서울특별시 강동구 명일동,352-25,352,25,삼성쉐르빌,74.93,33.67,202007,18,30000,5,2002,양재대로130길 22
서울특별시 강동구 명일동,174,174,0,아크로시티1,23.97,15.07,202007,7,18200,3,2019,동남로65길 11-7
서울특별시 강동구 명일동,174,174,0,아크로시티1,15.25,9.59,202007,7,11600,4,2019,동남로65길 11-7
서울특별시 강동구 명일동,174,174,0,아크로시티1,28.43,17.87,202007,7,21700,4,2019,동남로65길 11-7
서울특별시 강동구 명일동,174,174,0,아크로시티1,47.66,29.96,202007,7,36200,3,2019,동남로65길 11-7
서울특별시 강동구 명일동,174,174,0,아크로시티1,28.43,17.87,202007,7,21700,3,2019,동남로65길 11-7
